tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2019-1104,Anning,Clay,32,C,20190422,284,212034,,,Fang Ying Xun,U,,CHN,24.26830938,213780,,,Andreea Amalia Rosca,R,,ROU,20.09034908,6-3 2-6 6-2,3,R32,109,3,9,103,65,39,12,12,11,17,0,11,80,46,25,12,13,5,13,219,270,245,230
2019-1104,Anning,Clay,32,C,20190422,283,215812,,WC,Shuyue Ma,R,,CHN,19.81382615,211719,,,Shilin Xu,R,,CHN,21.27857632,7-5 6-1,3,R32,77,5,2,62,38,27,12,9,3,4,6,4,59,29,18,11,10,3,8,234,244,195,305
2019-1104,Anning,Clay,32,C,20190422,282,203398,7,,Danielle Lao,R,,USA,27.90143737,202504,,WC,Ying Ying Duan,R,,CHN,29.88364134,6-1 6-2,3,R32,61,0,3,43,22,16,13,8,2,3,1,8,42,28,16,2,7,4,9,165,357,288,168
2019-1104,Anning,Clay,32,C,20190422,281,206102,,,Ankita Raina,R,,IND,26.275154,201325,3,,Samantha Stosur,R,172,AUS,35.06091718,7-5 2-6 7-5,3,R32,169,3,6,122,86,49,14,16,11,18,7,18,117,78,48,12,16,9,16,178,333,77,781
2019-1104,Anning,Clay,32,C,20190422,280,203576,,,Kai Lin Zhang,R,,CHN,29.229295,206075,,,Hiroko Kuwata,R,,JPN,28.34223135,7-6(3) 6-3,3,R32,98,4,7,79,35,24,22,10,4,7,0,2,77,50,26,12,11,3,8,209,284,246,229
2019-1104,Anning,Clay,32,C,20190422,279,215314,,,En Shuo Liang,U,,TPE,18.55167693,214386,,,Xinyu Gao,U,,CHN,21.41546886,6-2 6-3,3,R32,75,0,2,56,36,21,13,9,2,4,3,6,63,38,21,8,8,6,11,228,254,,
2019-1104,Anning,Clay,32,C,20190422,278,206107,,WC,Zhaoxuan Yang,R,,CHN,24.19164956,202701,6,,Irina Khromacheva,L,,RUS,23.94524298,6-3 3-2 RET,3,R32,55,1,3,49,31,20,9,7,2,4,2,4,32,20,11,5,7,1,5,574,31,135,434
2019-1104,Anning,Clay,32,C,20190422,277,215804,,Q,Kaylah Mcphee,U,,AUS,21.21013005,201674,8,,Sabina Sharipova,R,,UZB,24.62970568,6-1 3-0 RET,3,R32,57,3,3,33,22,18,5,5,2,2,0,7,31,16,8,2,5,0,4,281,172,164,361
2019-1104,Anning,Clay,32,C,20190422,276,214728,,,Ashley Kratzer,L,,USA,20.19986311,201580,,,Xinyun Han,L,,CHN,28.89527721,1-6 6-1 6-2,3,R32,94,8,2,62,38,28,11,11,1,4,1,6,70,54,32,6,11,7,12,262,203,202,294
2019-1104,Anning,Clay,32,C,20190422,275,214540,,Q,Chihiro Muramatsu,U,,JPN,20.91718001,203281,,,Amandine Hesse,R,,FRA,26.26146475,2-6 6-3 6-4,3,R32,114,0,4,76,54,35,10,14,0,4,5,2,69,37,25,17,13,4,8,358,113,240,236
2019-1104,Anning,Clay,32,C,20190422,274,202684,4,,Lin Zhu,R,,CHN,25.229295,202508,,,Yuxuan Zhang,R,,CHN,24.67351129,6-2 3-6 6-3,3,R32,118,1,2,84,49,28,15,13,10,16,0,14,76,43,22,11,13,2,10,94,638,232,247
2019-1104,Anning,Clay,32,C,20190422,273,202456,,,Alexandra Cadantu,R,170,ROU,28.96919918,201397,5,,Shuai Peng,R,173,CHN,33.28405202,6-4 1-6 6-3,3,R32,156,1,9,89,60,32,11,13,6,13,3,5,89,53,30,15,13,5,12,235,243,120,500
2019-1104,Anning,Clay,32,C,20190422,272,206077,,Q,Miharu Imanishi,U,,JPN,26.92128679,203569,,,Olga Doroshina,L,,RUS,24.82683094,6-2 6-2,3,R32,85,1,1,55,44,32,6,8,1,1,4,7,58,33,21,8,8,4,8,299,160,260,206
2019-1104,Anning,Clay,32,C,20190422,271,202450,,,Jana Cepelova,R,168,SVK,25.8973306,202908,,LL,Miyabi Inoue,R,,JPN,27.42231348,6-4 7-6(10),3,R32,113,1,4,80,61,35,8,11,2,6,3,10,88,52,33,12,11,6,11,241,235,343,123
2019-1104,Anning,Clay,32,C,20190422,270,202453,2,,Saisai Zheng,R,,CHN,25.2073922,204223,,Q,Peangtarn Plipuech,U,,THA,26.4312115,7-6(7) 6-1,3,R32,112,1,3,72,51,32,10,9,6,9,2,0,71,49,27,5,10,5,11,49,1105,290,168
2019-2003,Bastad,Clay,32,C,20190708,300,201595,,,Misaki Doi,L,159,JPN,28.19164956,203575,,,Danka Kovinic,R,,MNE,24.63518138,6-4 6-4,3,F,80,2,4,66,43,31,11,10,6,7,3,5,59,28,15,18,10,2,5,117,543,162,366
2019-2003,Bastad,Clay,32,C,20190708,299,201595,,,Misaki Doi,L,159,JPN,28.19164956,202434,8,,Aleksandra Krunic,R,,SRB,26.31348392,6-1 7-5,3,SF,82,1,6,78,50,33,14,10,8,10,0,2,59,33,16,12,9,4,9,117,543,113,550
2019-2003,Bastad,Clay,32,C,20190708,298,203575,,,Danka Kovinic,R,,MNE,24.63518138,203514,,,Katarzyna Kawa,R,,POL,26.63655031,2-6 6-4 6-1,3,SF,116,4,2,86,56,29,14,13,5,11,0,3,79,57,29,9,12,5,12,162,366,231,243
2019-2003,Bastad,Clay,32,C,20190708,297,202434,8,,Aleksandra Krunic,R,,SRB,26.31348392,201596,,,Johanna Larsson,R,174,SWE,30.88843258,6-4 6-7(5) 6-4,3,QF,153,3,4,110,71,38,24,16,6,11,1,4,117,77,39,22,16,9,16,113,550,166,362
2019-2003,Bastad,Clay,32,C,20190708,296,201595,,,Misaki Doi,L,159,JPN,28.19164956,201621,4,,Mona Barthel,R,185,GER,28.99110198,6-2 3-6 6-2,3,QF,109,2,6,86,47,31,20,12,4,7,4,8,95,48,31,20,13,11,17,117,543,96,659
2019-2003,Bastad,Clay,32,C,20190708,295,203575,,,Danka Kovinic,R,,MNE,24.63518138,212001,6,,Natalia Vikhlyantseva,R,,RUS,22.38740589,6-2 6-2,3,QF,79,4,3,58,35,25,11,8,6,7,2,6,54,34,20,6,8,0,5,162,366,105,581
2019-2003,Bastad,Clay,32,C,20190708,294,203514,,,Katarzyna Kawa,R,,POL,26.63655031,211539,5,,Fiona Ferro,R,,FRA,22.32169747,6-0 6-2,3,QF,63,0,4,52,37,25,7,7,6,7,1,3,45,25,8,8,7,4,10,231,243,100,614
2019-2003,Bastad,Clay,32,C,20190708,293,201596,,,Johanna Larsson,R,174,SWE,30.88843258,201551,,,Arantxa Rus,L,180,NED,28.56673511,6-1 6-0,3,R16,63,3,1,42,28,19,9,7,3,4,0,3,44,27,13,3,6,7,13,166,362,135,451
2019-2003,Bastad,Clay,32,C,20190708,292,202434,8,,Aleksandra Krunic,R,,SRB,26.31348392,201701,,,Basak Eraydin,R,,TUR,25.045859,6-2 6-1,3,R16,51,0,2,39,31,24,3,7,0,1,1,4,46,28,14,4,8,4,10,113,550,209,267
2019-2003,Bastad,Clay,32,C,20190708,291,201621,4,,Mona Barthel,R,185,GER,28.99110198,202659,,,Tereza Mrdeza,R,,CRO,28.64613279,6-3 6-0,3,R16,60,2,4,41,23,20,7,8,1,3,0,6,43,26,11,5,7,3,9,96,659,197,295
2019-2003,Bastad,Clay,32,C,20190708,290,201595,,,Misaki Doi,L,159,JPN,28.19164956,214981,7,,Elena Rybakina,R,,RUS,20.05749487,4-6 6-4 6-4,3,R16,120,2,6,110,63,42,18,15,7,12,5,6,93,55,38,15,15,4,10,117,543,109,572
2019-2003,Bastad,Clay,32,C,20190708,289,212001,6,,Natalia Vikhlyantseva,R,,RUS,22.38740589,202493,,,Ekaterine Gorgodze,L,,GEO,27.59479808,6-3 6-0,3,R16,56,3,5,47,30,23,9,8,1,2,1,4,44,19,11,8,7,2,7,105,581,150,388
2019-2003,Bastad,Clay,32,C,20190708,288,203575,,,Danka Kovinic,R,,MNE,24.63518138,211901,3,,Aliona Bolsova,R,,MDA,21.66735113,6-4 6-2,3,R16,85,3,2,61,38,28,16,9,4,4,2,3,64,41,23,12,9,2,5,162,366,92,676
2019-2003,Bastad,Clay,32,C,20190708,287,211539,5,,Fiona Ferro,R,,FRA,22.32169747,214405,,WC,Mirjam Bjorklund,U,,SWE,20.94182067,6-2 5-7 6-3,3,R16,130,0,1,92,64,35,15,15,1,6,2,2,94,66,34,9,14,4,11,100,614,320,143
2019-2003,Bastad,Clay,32,C,20190708,286,203514,,,Katarzyna Kawa,R,,POL,26.63655031,211843,,,Anhelina Kalinina,R,,UKR,22.41204654,2-6 6-3 6-3,3,R16,94,0,3,71,56,26,6,13,2,10,0,4,67,51,18,8,13,4,13,231,243,134,452
2019-2003,Bastad,Clay,32,C,20190708,285,201596,,,Johanna Larsson,R,174,SWE,30.88843258,201514,1,,Sorana Cirstea,R,176,ROU,29.25119781,6-0 7-6(2),3,R32,76,1,3,51,27,18,13,9,3,6,1,0,60,34,15,11,9,6,12,166,362,77,769
2019-2003,Bastad,Clay,32,C,20190708,284,201551,,,Arantxa Rus,L,180,NED,28.56673511,213530,,,Allie Kiick,R,,USA,24.02190281,6-4 6-1,3,R32,85,2,2,57,45,29,8,8,5,6,0,5,70,41,22,11,9,6,11,135,451,127,506
2019-2003,Bastad,Clay,32,C,20190708,283,201701,,,Basak Eraydin,R,,TUR,25.045859,206251,,,Kimberley Zimmermann,R,,BEL,23.6605065,6-1 6-3,3,R32,57,2,2,52,27,19,15,8,1,3,0,5,49,31,15,5,8,6,12,209,267,252,218
2019-2003,Bastad,Clay,32,C,20190708,282,202434,8,,Aleksandra Krunic,R,,SRB,26.31348392,216385,,WC,Caijsa Wilda Hennemann,R,,SWE,18.29431896,6-3 6-1,3,R32,73,1,4,50,33,23,9,8,3,4,0,0,48,34,14,6,8,5,10,113,550,,
2019-2003,Bastad,Clay,32,C,20190708,281,201621,4,,Mona Barthel,R,185,GER,28.99110198,203521,,,Andrea Gamiz,R,,VEN,26.68309377,3-6 7-5 6-3,3,R32,120,3,6,88,52,32,18,15,2,7,0,1,85,66,38,9,15,3,9,96,659,350,121
2019-2003,Bastad,Clay,32,C,20190708,280,202659,,,Tereza Mrdeza,R,,CRO,28.64613279,202418,,,Lara Arruabarrena,R,166,ESP,27.2991102,6-2 2-6 6-3,3,R32,113,0,3,72,46,27,12,12,6,11,1,6,83,55,32,8,13,9,16,197,295,137,431
2019-2003,Bastad,Clay,32,C,20190708,279,201595,,,Misaki Doi,L,159,JPN,28.19164956,202539,,,Alison Bai,R,,AUS,29.46748802,6-1 6-1,3,R32,60,1,2,50,32,24,10,7,7,7,5,2,54,30,14,8,7,4,9,117,543,391,97
2019-2003,Bastad,Clay,32,C,20190708,278,214981,7,,Elena Rybakina,R,,RUS,20.05749487,220704,,,Clara Tauson,U,,DEN,16.54483231,6-4 7-6(5),3,R32,86,6,1,70,37,26,18,11,3,6,1,1,68,48,27,11,11,4,8,109,572,368,109
2019-2003,Bastad,Clay,32,C,20190708,277,212001,6,,Natalia Vikhlyantseva,R,,RUS,22.38740589,201506,,,Sara Errani,R,164,ITA,32.19164956,6-0 6-3,3,R32,59,1,5,46,27,18,10,8,1,3,0,4,51,43,17,2,7,4,10,105,581,256,212
2019-2003,Bastad,Clay,32,C,20190708,276,202493,,,Ekaterine Gorgodze,L,,GEO,27.59479808,210957,,WC,Cornelia Lister,U,,SWE,25.11704312,6-3 6-2,3,R32,74,2,1,59,41,31,12,9,5,5,2,2,52,32,20,10,8,3,6,150,388,538,39
2019-2003,Bastad,Clay,32,C,20190708,275,203575,,,Danka Kovinic,R,,MNE,24.63518138,213646,,,Dalma Galfi,U,,HUN,20.90075291,6-3 5-7 6-1,3,R32,130,0,4,88,50,34,21,14,11,14,2,7,94,54,38,12,14,8,14,162,366,240,232
2019-2003,Bastad,Clay,32,C,20190708,274,211901,3,,Aliona Bolsova,R,,MDA,21.66735113,202440,,,Paula Ormaechea,R,,ARG,26.77344285,6-3 6-0,3,R32,61,2,1,47,29,20,11,8,1,2,0,1,43,30,14,2,7,3,8,92,676,183,320
2019-2003,Bastad,Clay,32,C,20190708,273,211539,5,,Fiona Ferro,R,,FRA,22.32169747,206178,,WC,Susanne Celik,R,,SWE,24.58590007,6-0 2-6 6-4,3,R32,143,0,3,105,74,43,15,12,12,16,1,5,107,69,34,19,12,12,18,100,614,647,20
2019-2003,Bastad,Clay,32,C,20190708,272,214405,,WC,Mirjam Bjorklund,U,,SWE,20.94182067,205723,,,Anna Zaja,R,,GER,28.03559206,6-7(7) 7-6(0) 7-6(3),3,R32,203,7,2,131,92,60,17,18,7,12,3,8,136,82,50,28,18,8,13,320,143,200,289
2019-2003,Bastad,Clay,32,C,20190708,271,203514,,,Katarzyna Kawa,R,,POL,26.63655031,202450,,,Jana Cepelova,R,168,SVK,26.10814511,5-7 7-6(7) 6-2,3,R32,156,0,4,130,91,48,16,16,9,17,0,3,116,82,42,12,16,10,19,231,243,167,362
2019-2003,Bastad,Clay,32,C,20190708,270,211843,,,Anhelina Kalinina,R,,UKR,22.41204654,213525,2,,Jil Belen Teichmann,L,,SUI,21.97946612,6-4 6-1,3,R32,75,0,1,69,53,38,7,8,5,5,0,2,48,32,19,7,9,0,4,134,452,89,698
2019-2004,Karlsruhe,Clay,32,C,20190729,300,206255,,,Patricia Maria Tig,R,,ROU,25.00479124,202421,2,,Alison Van Uytvanck,R,,BEL,25.34154689,3-6 6-1 6-2,3,F,98,1,6,72,41,26,19,12,4,7,1,5,70,50,24,10,12,2,8,223,260,65,860
2019-2004,Karlsruhe,Clay,32,C,20190729,299,206255,,,Patricia Maria Tig,R,,ROU,25.00479124,211148,,,Jasmine Paolini,R,,ITA,23.56468172,6-2 6-0,3,SF,57,3,1,46,28,20,11,7,2,2,0,3,44,32,13,5,7,2,7,223,260,132,480
2019-2004,Karlsruhe,Clay,32,C,20190729,298,202421,2,,Alison Van Uytvanck,R,,BEL,25.34154689,211651,,,Paula Badosa,R,,ESP,21.70020534,7-6(3) 7-6(6),3,SF,119,6,2,90,53,33,17,12,4,9,1,5,106,65,38,18,12,9,14,65,860,101,622
2019-2004,Karlsruhe,Clay,32,C,20190729,297,206255,,,Patricia Maria Tig,R,,ROU,25.00479124,202493,,,Ekaterine Gorgodze,L,,GEO,27.65229295,7-5 6-0,3,QF,72,2,2,49,30,22,12,9,0,1,0,3,60,42,22,7,9,4,9,223,260,194,307
2019-2004,Karlsruhe,Clay,32,C,20190729,296,211148,,,Jasmine Paolini,R,,ITA,23.56468172,204309,,Q,Stephanie Wagner,R,,GER,24.862423,7-5 6-4,3,QF,84,2,0,70,49,26,11,11,4,9,1,4,60,42,21,7,11,4,11,132,480,286,179
2019-2004,Karlsruhe,Clay,32,C,20190729,295,211651,,,Paula Badosa,R,,ESP,21.70020534,211337,,,Tamara Korpatsch,R,,GER,24.21355236,6-2 6-4,3,QF,88,2,2,66,47,32,8,9,5,7,1,1,61,38,22,9,9,5,10,101,622,115,540
2019-2004,Karlsruhe,Clay,32,C,20190729,294,202421,2,,Alison Van Uytvanck,R,,BEL,25.34154689,202659,,,Tereza Mrdeza,R,,CRO,28.70362765,6-1 6-3,3,QF,69,2,1,52,27,20,13,8,2,4,0,4,50,31,15,5,8,4,10,65,860,204,294
2019-2004,Karlsruhe,Clay,32,C,20190729,293,202493,,,Ekaterine Gorgodze,L,,GEO,27.65229295,202457,,,Bibiane Schoofs,R,,NED,31.20876112,7-5 7-5,3,R16,112,0,6,75,58,37,4,12,4,9,1,5,83,56,26,14,12,6,13,194,307,156,384
2019-2004,Karlsruhe,Clay,32,C,20190729,292,206255,,,Patricia Maria Tig,R,,ROU,25.00479124,211817,,,Elena Gabriela Ruse,U,,ROU,21.724846,7-5 7-5,3,R16,103,0,2,75,52,33,11,12,2,5,1,2,74,48,25,15,12,4,9,223,260,179,332
2019-2004,Karlsruhe,Clay,32,C,20190729,291,204309,,Q,Stephanie Wagner,R,,GER,24.862423,213583,3,,Tatjana Maria,R,,GER,31.97262149,6-3 4-6 6-4,3,R16,135,0,4,90,61,35,10,14,7,14,3,8,92,51,31,12,15,4,13,286,179,73,796
2019-2004,Karlsruhe,Clay,32,C,20190729,290,211148,,,Jasmine Paolini,R,,ITA,23.56468172,206124,,,Tereza Martincova,R,,CZE,24.76112252,4-6 7-6(5) 3-0 RET,3,R16,150,0,2,116,88,46,12,12,8,15,0,3,87,63,33,9,13,4,12,132,480,141,444
2019-2004,Karlsruhe,Clay,32,C,20190729,289,211337,,,Tamara Korpatsch,R,,GER,24.21355236,201527,7,,Stefanie Voegele,R,170,SUI,29.3853525,6-3 6-4,3,R16,95,0,3,63,43,25,5,9,9,14,2,1,67,36,16,10,10,7,15,115,540,112,557
2019-2004,Karlsruhe,Clay,32,C,20190729,288,211651,,,Paula Badosa,R,,ESP,21.70020534,201696,4,,Laura Siegemund,R,,GER,31.40041068,6-4 6-1,3,R16,81,0,3,52,39,31,5,8,3,3,0,0,59,45,24,7,9,7,11,101,622,80,750
2019-2004,Karlsruhe,Clay,32,C,20190729,287,202659,,,Tereza Mrdeza,R,,CRO,28.70362765,201593,6,,Irina Camelia Begu,R,181,ROU,28.92265572,6-3 2-1 RET,3,R16,58,0,0,39,27,18,6,6,2,4,0,3,45,26,12,7,6,2,6,204,294,93,652
2019-2004,Karlsruhe,Clay,32,C,20190729,286,202421,2,,Alison Van Uytvanck,R,,BEL,25.34154689,202578,,Q,Laura Ioana Andrei,R,,ROU,31.15947981,6-2 6-3,3,R16,69,5,0,44,23,18,15,8,1,1,0,4,69,51,27,7,9,8,12,65,860,253,223
2019-2004,Karlsruhe,Clay,32,C,20190729,285,202493,,,Ekaterine Gorgodze,L,,GEO,27.65229295,214461,1,,Tamara Zidansek,R,,SLO,21.58795346,7-5 3-4 RET,3,R32,98,1,3,62,38,24,5,9,3,8,0,0,61,36,16,9,10,1,7,194,307,60,910
2019-2004,Karlsruhe,Clay,32,C,20190729,284,202457,,,Bibiane Schoofs,R,,NED,31.20876112,214081,,WC,Katharina Hobgarski,R,,GER,22.11088296,6-3 6-1,3,R32,79,1,5,46,35,24,2,8,2,5,0,2,72,44,18,11,8,8,15,156,384,200,296
2019-2004,Karlsruhe,Clay,32,C,20190729,283,211817,,,Elena Gabriela Ruse,U,,ROU,21.724846,204430,,,Antonia Lottner,R,,GER,22.95687885,6-2 6-2,3,R32,69,1,1,46,28,20,9,8,1,3,0,4,52,32,17,4,8,3,9,179,332,186,315
2019-2004,Karlsruhe,Clay,32,C,20190729,282,206255,,,Patricia Maria Tig,R,,ROU,25.00479124,206252,8,,Barbora Krejcikova,R,,CZE,23.61122519,6-3 6-4,3,R32,107,0,6,77,51,31,12,10,5,8,1,9,77,48,31,7,9,11,16,223,260,119,530
2019-2004,Karlsruhe,Clay,32,C,20190729,281,213583,3,,Tatjana Maria,R,,GER,31.97262149,201580,,,Xinyun Han,L,,CHN,29.16358658,6-1 6-0,3,R32,55,6,0,41,22,21,9,7,1,1,0,2,41,28,10,5,6,3,8,73,796,169,356
2019-2004,Karlsruhe,Clay,32,C,20190729,280,204309,,Q,Stephanie Wagner,R,,GER,24.862423,206294,,Q,Yue Yuan,U,,CHN,28.08213552,7-6(4) 6-2,3,R32,101,1,4,73,42,26,19,10,3,5,2,2,68,40,26,10,10,5,9,286,179,268,204
2019-2004,Karlsruhe,Clay,32,C,20190729,279,211148,,,Jasmine Paolini,R,,ITA,23.56468172,201513,,WC,Sabine Lisicki,R,178,GER,29.84804928,3-6 6-4 6-1,3,R32,107,1,6,92,58,31,18,13,9,15,5,7,85,39,24,14,13,5,13,132,480,269,202
2019-2004,Karlsruhe,Clay,32,C,20190729,278,206124,,,Tereza Martincova,R,,CZE,24.76112252,201611,5,,Daria Gavrilova,R,,AUS,25.39904175,6-4 7-6(3),3,R32,116,0,1,84,62,40,8,11,6,10,3,9,80,57,35,6,11,8,13,141,444,85,700
2019-2004,Karlsruhe,Clay,32,C,20190729,277,201527,7,,Stefanie Voegele,R,170,SUI,29.3853525,215898,,WC,Jule Niemeier,U,,GER,19.96167009,6-3 3-6 6-3,3,R32,119,8,5,90,53,36,14,14,5,10,5,4,87,50,27,19,13,6,12,112,557,301,161
2019-2004,Karlsruhe,Clay,32,C,20190729,275,211651,,,Paula Badosa,R,,ESP,21.70020534,202418,,,Lara Arruabarrena,R,166,ESP,27.35660507,6-3 6-4,3,R32,76,6,4,71,42,29,21,10,8,8,0,0,50,34,25,8,9,2,4,101,622,152,391
2019-2004,Karlsruhe,Clay,32,C,20190729,274,201696,4,,Laura Siegemund,R,,GER,31.40041068,203435,,,Dalila Jakupovic,R,,SLO,28.34770705,6-1 6-2,3,R32,63,0,1,44,37,26,4,7,0,0,1,0,50,37,21,2,8,5,10,80,750,144,432
2019-2004,Karlsruhe,Clay,32,C,20190729,273,201593,6,,Irina Camelia Begu,R,181,ROU,28.92265572,201339,,Q,Renata Voracova,R,,CZE,35.8110883,6-7(4) 6-4 6-4,3,R32,170,7,7,104,60,34,17,16,8,16,1,9,101,63,33,13,16,5,15,93,652,638,24
2019-2004,Karlsruhe,Clay,32,C,20190729,272,202659,,,Tereza Mrdeza,R,,CRO,28.70362765,202480,,,Richel Hogenkamp,R,,NED,27.28268309,6-1 6-0,3,R32,45,0,5,34,22,20,5,6,1,1,1,3,43,29,11,4,7,2,8,204,294,212,277
2019-2004,Karlsruhe,Clay,32,C,20190729,271,202578,,Q,Laura Ioana Andrei,R,,ROU,31.15947981,211713,,,Jaqueline Adina Cristian,U,,ROU,21.14715948,6-4 6-4,3,R32,102,3,4,69,51,34,8,10,4,6,0,2,74,39,27,14,10,5,9,253,223,201,295
2019-2004,Karlsruhe,Clay,32,C,20190729,270,202421,2,,Alison Van Uytvanck,R,,BEL,25.34154689,213889,,,Greetje Minnen,R,,BEL,21.95482546,6-4 1-6 6-1,3,R32,106,4,3,87,42,31,22,12,4,7,3,3,75,44,28,13,12,3,7,65,860,123,518
2019-2007,New Haven,Hard,64,C,20190902,300,215020,7,,Anna Blinkova,R,,RUS,20.97741273,213672,,,Usue Maitane Arconada,R,,USA,20.84599589,6-4 6-2,3,F,76,1,7,57,29,16,14,9,2,6,2,0,59,37,18,7,9,5,12,84,706,179,342
2019-2007,New Haven,Hard,64,C,20190902,299,213672,,,Usue Maitane Arconada,R,,USA,20.84599589,201586,11,,Heather Watson,R,170,GBR,27.2881588,6-3 5-7 6-0,3,SF,116,3,3,82,49,31,19,13,5,8,4,2,90,50,30,16,14,6,13,179,342,101,611
2019-2007,New Haven,Hard,64,C,20190902,298,215020,7,,Anna Blinkova,R,,RUS,20.97741273,201616,3,,Lauren Davis,R,157,USA,25.8973306,6-2 6-2,3,SF,67,4,4,52,30,19,10,8,3,6,0,6,57,36,20,2,8,7,14,84,706,73,859
2019-2007,New Haven,Hard,64,C,20190902,297,201586,11,,Heather Watson,R,170,GBR,27.2881588,203398,,,Danielle Lao,R,,USA,28.26557153,7-6(4) 6-4,3,QF,139,4,5,81,45,32,21,11,9,12,1,8,95,58,40,13,11,9,13,101,611,174,348
2019-2007,New Haven,Hard,64,C,20190902,296,213672,,,Usue Maitane Arconada,R,,USA,20.84599589,206292,9,,Astra Sharma,R,,AUS,23.97535934,6-4 6-4,3,QF,85,0,2,55,33,27,12,10,2,3,4,5,74,39,24,17,10,6,9,179,342,94,654
2019-2007,New Haven,Hard,64,C,20190902,295,201616,3,,Lauren Davis,R,157,USA,25.8973306,201426,5,,Pauline Parmentier,R,175,FRA,33.58521561,6-3 6-4,3,QF,92,1,1,69,48,29,9,9,7,10,5,5,71,45,24,9,10,4,10,73,859,81,750
2019-2007,New Haven,Hard,64,C,20190902,294,215020,7,,Anna Blinkova,R,,RUS,20.97741273,206108,2,,Jennifer Brady,R,,USA,24.39151266,6-2 6-1,3,QF,72,0,2,51,35,24,9,7,5,6,2,7,69,37,19,11,8,4,10,84,706,67,901
2019-2007,New Haven,Hard,64,C,20190902,293,203398,,,Danielle Lao,R,,USA,28.26557153,202705,,,Veronica Cepede Royg,R,,PAR,27.61396304,7-6(3) 0-6 6-1,3,R16,126,0,5,82,55,33,15,13,1,5,4,3,69,44,30,11,12,3,6,174,348,151,408
2019-2007,New Haven,Hard,64,C,20190902,292,201586,11,,Heather Watson,R,170,GBR,27.2881588,204427,6,,Sara Sorribes Tormo,R,,ESP,22.89938398,6-3 4-6 6-4,3,R16,141,3,3,91,52,34,17,14,10,15,0,3,86,58,34,11,15,2,9,101,611,83,730
2019-2007,New Haven,Hard,64,C,20190902,291,213672,,,Usue Maitane Arconada,R,,USA,20.84599589,202450,,,Jana Cepelova,R,168,SVK,26.26146475,6-0 4-1 RET,3,R16,44,0,2,38,22,15,8,6,2,3,0,1,26,18,4,2,5,0,5,179,342,153,401
2019-2007,New Haven,Hard,64,C,20190902,290,206292,9,,Astra Sharma,R,,AUS,23.97535934,202491,,,Varvara Flink,R,,RUS,22.71868583,7-5 6-1,3,R16,90,5,4,56,31,25,12,10,1,3,5,4,82,56,38,2,9,11,16,94,654,160,378
2019-2007,New Haven,Hard,64,C,20190902,289,201426,5,,Pauline Parmentier,R,175,FRA,33.58521561,215983,,,Ann Li,U,,USA,19.18412047,6-4 4-6 7-5,3,R16,131,4,2,96,58,41,19,16,7,11,2,7,97,45,30,26,16,11,16,81,750,157,389
2019-2007,New Haven,Hard,64,C,20190902,288,201616,3,,Lauren Davis,R,157,USA,25.8973306,201478,15,,Varvara Lepchenko,L,180,USA,33.28405202,4-6 6-0 6-4,3,R16,135,2,5,75,44,21,15,13,8,15,1,1,98,68,31,9,13,10,20,73,859,118,521
2019-2007,New Haven,Hard,64,C,20190902,287,215020,7,,Anna Blinkova,R,,RUS,20.97741273,201539,12,,Christina Mchale,R,170,USA,27.3100616,7-6(1) 6-2,3,R16,113,3,8,83,49,30,19,10,9,12,2,3,73,40,27,9,10,8,13,84,706,103,596
2019-2007,New Haven,Hard,64,C,20190902,286,206108,2,,Jennifer Brady,R,,USA,24.39151266,202484,,,Nicole Gibbs,R,,USA,26.49965777,6-4 6-3,3,R16,93,3,1,74,41,31,15,10,8,10,0,4,62,44,26,7,9,6,10,67,901,135,459
2019-2007,New Haven,Hard,64,C,20190902,285,203398,,,Danielle Lao,R,,USA,28.26557153,202506,1,,Margarita Gasparyan,R,,RUS,25.00205339,4-2 RET,3,R32,34,1,2,16,7,5,5,3,0,1,0,2,22,14,7,1,3,1,3,174,348,61,969
2019-2007,New Haven,Hard,64,C,20190902,284,202705,,,Veronica Cepede Royg,R,,PAR,27.61396304,215371,16,,Francesca Di Lorenzo,L,,USA,22.11362081,7-6(4) 6-3,3,R32,112,1,7,82,54,36,12,11,4,7,1,3,72,53,29,8,10,6,10,151,408,125,492
2019-2007,New Haven,Hard,64,C,20190902,283,201586,11,,Heather Watson,R,170,GBR,27.2881588,204431,,,Anna Lena Friedsam,R,,GER,25.58247776,6-4 6-3,3,R32,89,5,6,59,32,26,12,10,0,1,6,4,66,38,26,11,9,9,12,101,611,232,251
2019-2007,New Haven,Hard,64,C,20190902,282,204427,6,,Sara Sorribes Tormo,R,,ESP,22.89938398,211222,,,Jamie Loeb,R,,USA,24.48733744,6-1 6-3,3,R32,92,0,4,57,41,29,7,8,2,3,0,1,66,41,23,8,8,7,12,83,730,296,179
